user_id,strategic_segment,arpu_zar,total_data_gb,absolute_error_gb,prediction_accuracy_pct
SUB3120539,Other,111.64,1.0414,0.10903594402092964,89.52986902046
SUB8204425,High Margin (Upsell Target),72.63,0.5062,0.1750811735413108,65.41264845094611
SUB2918517,Other,209.73,1.92676,0.22763454233621228,88.18563067864123
SUB3560390,High Value High Error (Model Fix),399.98,5.37658,1.6559858400172875,69.20001487902556
SUB1578110,Other,86.23,0.7212000000000001,0.06497407255526766,90.99083852533727
SUB9281447,Low Margin Heavy (Optimize),355.01,4.1085,1.248601094761855,69.60931983054996
SUB3252641,Low Margin Heavy (Optimize),797.61,12.37698,0.027843524771434147,99.77503781397859
SUB9433864,Other,120.19,1.1492200000000001,0.003873253538257959,99.66296674803276
SUB9731032,High Margin (Upsell Target),144.37,0.96339,0.05428888542711796,94.36480704313746
SUB2398558,High Margin (Upsell Target),88.26,0.64352,0.0664924387121546,89.66738582916543
SUB6353374,Other,273.93,3.0867600000000004,0.029690003280948396,99.03814992804921
SUB2521701,High Margin (Upsell Target),104.73,0.37918,0.06365541062080526,83.21235017121018
SUB9302258,Other,211.74,2.30292,0.29615240049630387,87.14013511123687
SUB1782877,Other,146.53,1.4811800000000002,0.2382031857586211,83.9180122767914
SUB9595960,Low Margin Heavy (Optimize),1164.23,20.06419,0.22237582175440807,98.8916780505248
SUB2250844,Low Margin Heavy (Optimize),409.38,5.51271,0.14574500970591675,97.35620031335012
SUB5756497,Other,169.13,1.76599,0.006406707729367245,99.63721721361009
SUB4440863,Other,75.33,0.5839099999999999,0.06828849924781843,88.30496150985282
SUB7354054,Other,128.32,1.25163,0.15116730393334166,87.92236492147507
SUB3234268,High Margin (Upsell Target),104.18,0.37118,0.13512464157836873,63.59592607943081
SUB7437845,High Value High Error (Model Fix),391.89,4.57324,0.4966503042007435,89.14007783976473
SUB2980290,High Margin (Upsell Target),52.41,0.3286,0.1694475420015193,48.433493000146285
SUB6024592,High Margin (Upsell Target),79.0,0.59234,0.09584317855308111,83.81956670947747
SUB3112368,Low Margin Heavy (Optimize),443.57,6.008310000000001,0.017498606670842243,99.70875992299261
SUB4341861,High Value High Error (Model Fix),444.18,6.01713,1.4570934772416226,75.78424469403814
SUB5345760,High Margin (Upsell Target),40.42,0.14387,0.03383126783314343,76.48483503639159
SUB9002619,Other,177.78,1.87494,0.34492390113391735,81.60346991722842
SUB5149570,High Value High Error (Model Fix),1043.42,18.162380000000002,0.6912926179095464,96.19382141597332
SUB4793092,Other,236.55,1.94602,0.3599397646169782,81.50379931259812
SUB3470562,Other,334.78,3.76975,0.6806279429542483,81.94501112927254
SUB7223754,Other,180.94,1.5025,0.10287400451775319,93.15314445805303
SUB1990121,Other,192.35,2.0586599999999997,0.11613466623315505,94.35872527599724
SUB9501424,High Margin (Upsell Target),40.12,0.2206,0.05623415784818614,74.50854131995189
SUB4509934,Other,211.41,2.29881,0.12751234349316798,94.45311515552969
SUB2200532,Other,99.81,0.89239,0.0026846573923990924,99.69916097307241
SUB1607317,Other,296.68,3.3734499999999996,0.043695641717418354,98.70471944989792
SUB8315664,Other,129.07,1.00193,0.035116481376407105,96.4951162879236
SUB6410812,Other,126.81,1.23269,0.08967899001540536,92.7249357084583
SUB7730886,Other,252.7,2.81915,0.1700927548250739,93.96652342638477
SUB1479809,Other,261.43,2.16453,0.32983821674328584,84.76167035137948
SUB2775767,Low Margin Heavy (Optimize),345.6,3.9899400000000003,0.12810643756782092,96.78926405991517
SUB1823837,Other,83.63,0.68853,0.05528764650274487,91.97019062310359
SUB3021835,Other,245.86,2.7329499999999998,0.1030929402346068,96.22777803345811
SUB4452814,Other,118.3,1.12541,0.005557035778366526,99.50622121907868
SUB4041341,Other,117.74,1.11834,0.22785285146073297,79.62579792721954
SUB7679155,Other,165.06,1.71466,0.42157029079057673,75.41376769793564
SUB7770153,Other,177.85,1.8758800000000002,0.005350830824912833,99.71475623041384
SUB7156225,High Margin (Upsell Target),90.26,0.6610199999999999,0.28476039139757536,56.92106269135951
SUB1327359,High Value High Error (Model Fix),490.21,6.6842299999999994,0.9149012419408731,86.3125409816707
SUB6720673,Other,124.07,1.1981,0.02253613647314978,98.1190103936942
SUB7203690,High Margin (Upsell Target),94.98,0.23551,0.14224905283131334,39.599569941270715
SUB4734341,High Margin (Upsell Target),128.94,0.73603,0.027114918516617736,96.31605797092269
SUB4246849,High Margin (Upsell Target),79.0,0.44526,0.14693810974000354,66.9994812603864
SUB3241678,High Margin (Upsell Target),157.13,1.1515199999999999,0.041306838444672866,96.41284229152139
SUB9615797,Other,198.18,2.13207,0.8463582384861339,60.303449770123216
SUB3854119,Other,156.35,1.6049200000000001,0.16730364904233075,89.57557703547026
SUB3090651,High Margin (Upsell Target),50.7,0.27346,0.031642631341877364,88.42878982597917
SUB2845733,Other,92.51,0.80038,0.18878640229632437,76.41290358375717
SUB2012384,High Margin (Upsell Target),49.63,0.30413,0.06936748789197816,77.19150103837893
SUB3121690,Low Margin Heavy (Optimize),521.43,7.1366000000000005,0.035232843726712204,99.50630771338295
SUB9043756,Other,278.37,2.93839,0.5151247640391379,82.46914929471112
SUB8561743,High Margin (Upsell Target),162.53,1.2310999999999999,0.006621760092893503,99.46212654594318
SUB7643433,Other,314.74,2.63275,0.17999834787333135,93.16310519899986
SUB3959034,Other,107.77,0.99266,0.3132978911127655,68.43854984458268
SUB6864049,Other,157.27,1.61653,0.004948769244631501,99.69386468270731
SUB1858811,Other,282.89,3.00508,0.19401863040233414,93.54364508091851
SUB1068148,High Margin (Upsell Target),106.8,0.80631,0.17948516368757672,77.73993083459504
SUB3980672,Other,173.57,1.39388,0.07193147498568497,94.83947865055205
SUB4033349,High Value High Error (Model Fix),410.97,5.53583,1.170101941006303,78.86311644312951
SUB6968633,Other,285.16,3.22827,0.5647248337533117,82.50688964202772
SUB3162766,High Margin (Upsell Target),66.2,0.46887,0.0027719612967365137,99.4087996039976
SUB2873421,Other,192.13,2.05588,0.7768600595446706,62.21277216838188
SUB1639872,Other,86.68,0.7269500000000001,0.210133512426798,71.09381492168677
SUB4666569,High Value High Error (Model Fix),1816.68,34.54462,7.615211241483113,77.95543490858168
SUB4802986,High Value High Error (Model Fix),385.1,4.48774,0.53822031283707,88.0068739981133
SUB3744804,Low Margin Heavy (Optimize),451.11,6.3069,0.39387477978943686,93.75485928444344
SUB3466993,High Value High Error (Model Fix),441.45,5.97752,0.6004795190749386,89.95437038981152
SUB5517562,Other,102.47,0.92596,0.007692107074843579,99.16928300630227
SUB2422771,Other,337.46,3.88731,0.17796942563391527,95.42178458538385
SUB4045315,High Margin (Upsell Target),63.42,0.43377,0.034862290930679274,91.96295480769088
SUB4385357,Other,123.07,1.18549,0.026910693555357357,97.7299940484224
SUB2045533,High Margin (Upsell Target),164.67,1.2626600000000001,0.20097713708158715,84.0830360444152
SUB6186686,Other,122.25,1.1751800000000001,0.19304671412444452,83.57300889017473
SUB4416664,Other,269.61,3.0322,0.08246153140523305,97.28047188822528
SUB4691316,High Margin (Upsell Target),105.6,0.79576,0.12348860158711716,84.4816776933853
SUB9392939,High Margin (Upsell Target),128.06,0.72304,0.04489958860964072,93.79016532838561
SUB3755063,Other,108.84,1.00617,0.10420946425717015,89.6429565324776
SUB2355531,Other,241.86,2.68256,0.4493587350946968,83.24888408480344
SUB8887739,Other,124.79,0.9643400000000001,0.3191967763881266,66.89997548705576
SUB6696390,High Margin (Upsell Target),66.13,0.46788,0.16034249066202938,65.72999686628422
SUB3883791,Other,124.57,1.20438,0.02583739211172764,97.85471428355439
SUB2064367,Other,311.23,3.5567399999999996,0.8462717667648016,76.20653275851477
SUB5833177,High Value High Error (Model Fix),568.97,7.82566,2.066177310796494,73.59740506492112
SUB2965629,Other,128.83,1.25807,0.035000430870150145,97.2179265962824
SUB9091363,High Margin (Upsell Target),114.29,0.5201399999999999,0.058565601940476775,88.74041566876672
SUB8496110,Other,269.87,2.81305,0.3625964505694297,87.11020242905637
SUB1979907,High Value High Error (Model Fix),647.62,6.390140000000001,1.0433599843605883,83.67234545157714
SUB5327819,Low Margin Heavy (Optimize),344.0,3.96981,0.5952162706091202,85.0064292596089
SUB9236843,Other,173.39,1.81971,0.25208403115655287,86.14702171463844
SUB1454529,Other,173.27,1.38942,0.05943525611973244,95.72229735287152
SUB2035340,Low Margin Heavy (Optimize),392.21,4.61623,0.2746939457106281,94.04938779673829
SUB4764610,Other,212.35,2.31067,0.6302305263131838,72.72520410473223
SUB9158781,Other,79.37,0.63481,0.07771412115451648,87.75789273097203
SUB1297542,Other,159.61,1.64604,0.15790126363114676,90.40720373556252
SUB3315138,High Value High Error (Model Fix),962.68,15.03508,2.0689520999911757,86.23916799916478
SUB3518929,Other,127.26,1.23834,0.13017594433023771,89.48786727956477
SUB5036405,Other,118.78,1.1314600000000001,0.2454016778271746,78.31106023834916
SUB3268693,High Value High Error (Model Fix),905.79,14.11894,0.8419834220580746,94.03649691791257
SUB5809479,High Margin (Upsell Target),94.52,0.22875,0.13390439874760307,41.46255792454511
SUB2076837,High Margin (Upsell Target),66.78,0.45485000000000003,0.07153915330693478,84.27192408333852
SUB1295863,High Value High Error (Model Fix),410.07,5.522819999999999,0.7646722393879797,86.15431537895532
SUB2054212,High Margin (Upsell Target),63.49,0.43461,0.07854079472921688,81.92844280407334
SUB4258084,High Margin (Upsell Target),65.1,0.45499,0.017423724232393356,96.17052589454859
SUB6412049,Other,148.88,1.5107300000000001,0.19353397477105494,87.18937369542837
SUB8339838,High Value High Error (Model Fix),962.14,15.02645,2.000080205189544,86.6896026327606
SUB9001482,Low Margin Heavy (Optimize),430.07,5.81262,0.16479294022256674,97.1649111721983
SUB3095637,Other,381.05,3.21517,0.34643818453623165,89.22488750093365
SUB8586544,Other,118.7,1.1304,0.10138265737238283,91.03125819423364
SUB5949499,High Value High Error (Model Fix),699.96,9.72401,1.557385216121899,83.98412572465578
SUB3442547,High Margin (Upsell Target),40.55,0.14551,0.03783329586213616,73.99952177710387
SUB2765524,High Margin (Upsell Target),114.76,0.52706,0.058388913436247525,88.92177106283013
SUB5986439,Other,96.54,0.8511799999999999,0.165705929105589,80.53221068333502
SUB1769153,High Value High Error (Model Fix),585.68,8.58787,1.7744171819406134,79.33809918011552
SUB9070297,High Value High Error (Model Fix),925.61,15.943719999999999,1.2399265552720635,92.2231037971561
SUB9003029,Other,90.95,0.7806900000000001,0.08519667533358621,89.0870031211382
SUB2961977,Other,281.51,2.98468,0.5361332245813837,82.0371622893783
SUB9117654,Other,127.69,1.24374,0.15381912647571205,87.63253361026324
SUB2863236,Other,139.69,1.39493,0.10011434523761653,92.82298429042199
SUB8378343,Other,211.09,2.2947100000000002,0.2790257933611757,87.84047686369189
SUB9506377,High Value High Error (Model Fix),445.53,6.21241,1.0410649440959352,83.24217261745547
SUB8998883,Other,256.35,2.1199,0.5363339593277985,74.70003493901606
SUB8931827,Other,228.57,2.2044,0.39273838888300006,82.18388727622029
SUB6959322,Other,349.21,2.93555,1.0045394925202054,65.7801947669021
SUB1840268,High Value High Error (Model Fix),1311.43,22.66575,7.091181291257541,68.71411141807555
SUB1233462,Other,121.63,1.1673499999999999,0.1303035186235928,88.83766491424228
SUB6169619,Other,214.78,2.00117,0.4786267304590446,76.08265512380035
SUB8341127,High Margin (Upsell Target),96.21,0.25362,0.3119616022926757,-23.0035495200204
SUB6988099,High Value High Error (Model Fix),500.45,6.8326199999999995,1.168860531468451,82.89293811936781
SUB9379341,High Margin (Upsell Target),165.09,1.2688,0.07981387973428555,93.70949875990814
SUB5254284,High Margin (Upsell Target),66.61,0.45330000000000004,0.05441673608666642,87.99542552687703
SUB9537333,Other,237.14,1.95119,0.411529303530652,78.90880418971746
SUB3594545,Other,208.43,1.90753,0.19353100105625165,89.85436658630525
SUB2742166,Other,241.73,2.39832,0.03774216202987857,98.42630833125361
SUB6555910,Other,335.75,3.8658200000000003,0.8274119221133613,78.59672922915807
SUB2792363,High Value High Error (Model Fix),393.8,5.2868900000000005,0.8828177292046533,83.30175719175824
SUB1770569,Other,222.54,2.11548,0.0030085716903895943,99.85778302369252
SUB8021855,Other,179.64,1.89848,0.4840504427941721,74.50326351638299
SUB2327877,High Value High Error (Model Fix),1813.53,34.48369,5.994644470512551,82.61600057733801
SUB2910705,High Margin (Upsell Target),80.99,0.57959,0.15809876171415183,72.72231030311914
SUB2845964,Other,99.76,0.89174,0.04842767529604519,94.56930548186185
SUB7166994,Other,79.36,0.6346900000000001,0.19623928571661597,69.08108120237975
SUB2455465,High Margin (Upsell Target),29.0,0.08265,0.03825698214162986,53.71206032470676
SUB4411647,High Value High Error (Model Fix),679.04,10.46763,2.114244899989888,79.80206694361677
SUB5989847,High Value High Error (Model Fix),699.29,11.68156,1.7545374247268875,84.9802815315173
SUB3013148,High Value High Error (Model Fix),409.11,3.46168,0.757846558343096,78.10755013914931
SUB8504361,High Margin (Upsell Target),125.22,0.6812,0.16156424531446356,76.28240673598597
SUB3430630,High Margin (Upsell Target),31.9,0.14844,0.1272055672497394,14.305061135988012
SUB2248749,Low Margin Heavy (Optimize),410.68,4.81007,0.3463472443124145,92.79953837860126
SUB5077716,High Margin (Upsell Target),95.78,0.70951,0.09947094328189998,85.98033244324957
SUB7810183,Other,324.97,3.62525,0.43167287112846475,88.0926040651413
SUB2650870,Other,142.8,1.4341400000000002,0.3070950397124088,78.58681581209584
SUB8398129,Other,250.76,2.7946999999999997,0.20095444515043415,92.80944483663956
SUB1384083,Other,228.69,1.8769200000000001,0.31205140834935463,83.3742829556212
SUB8585291,High Value High Error (Model Fix),1327.37,22.94746,4.056792790600177,82.32138637304443
SUB1825782,High Margin (Upsell Target),64.33,0.43329,0.09479592720294633,78.1218289822183
SUB4023871,Other,328.7,2.75542,0.17477467795074597,93.65705852644076
SUB8643603,High Value High Error (Model Fix),965.58,10.668700000000001,0.7288541525845105,93.16829461335955
SUB6898931,High Margin (Upsell Target),115.4,0.53654,0.0247145155986479,95.39372356233498
SUB2048173,High Margin (Upsell Target),136.07,0.84113,0.017868623431719688,97.87564069386187
SUB7940119,High Value High Error (Model Fix),688.49,6.80297,1.4781131926531792,78.2725310760862
SUB1926109,High Value High Error (Model Fix),1490.24,25.8261,1.2253083540025038,95.25554243961534
SUB3364825,Other,88.67,0.7520399999999999,0.2515458708977222,66.551530384325
SUB7509887,High Margin (Upsell Target),119.59,0.5982000000000001,0.08640468900004206,85.5558861584684
SUB7847101,Other,187.61,1.99892,0.18866840849427646,90.56148277598521
SUB3155748,High Value High Error (Model Fix),1243.89,19.56337,1.4182331376077109,92.75056834478052
SUB8988004,Other,177.81,1.43007,0.055590398985350786,96.11274979648893
SUB1678841,High Margin (Upsell Target),108.96,0.82533,0.13063597927667536,84.17166717838012
SUB5688482,High Value High Error (Model Fix),591.81,8.15664,2.4839466028196613,69.54693841067325
SUB2702424,High Margin (Upsell Target),73.69,0.5632,0.007266125457681127,98.70984988322424
SUB8446153,Other,232.95,2.5703,0.7533936004912674,70.68849548724789
SUB5229228,Other,218.15,1.78433,0.21475494535833262,87.9643930574315
SUB3120677,Other,346.28,3.93935,0.8528758234802112,78.34983376749435
SUB8759080,Low Margin Heavy (Optimize),556.24,7.6411999999999995,0.44568026923248816,94.16740473705062
SUB8782937,Other,159.62,1.27025,0.3600137216395425,71.65804198862095
SUB4399618,Other,100.41,0.89991,0.05197777603380105,94.2241139631962
SUB2443717,Other,177.82,1.45641,0.48826860160383057,66.47450912834775
SUB4631097,High Value High Error (Model Fix),614.2,6.0525,0.9276789283895388,84.67279754829346
SUB9657768,High Value High Error (Model Fix),684.76,10.55978,2.2925168295960905,78.29010803637868
SUB8586725,High Value High Error (Model Fix),756.83,11.72029,1.3861543716354081,88.17303691601992
SUB4174108,High Margin (Upsell Target),123.36,0.65374,0.0768909184408394,88.23830292764106
SUB5862944,Other,113.43,1.06406,0.3161103150634683,70.2920591824269
SUB6735630,High Margin (Upsell Target),132.18,0.78383,0.02882786847103691,96.32217847351633
SUB5274692,Other,77.63,0.6129,0.14408810580736187,76.49076426703184
SUB4239576,High Value High Error (Model Fix),389.95,5.270359999999999,0.925407157469814,82.44129134499704
SUB2323483,Other,115.71,1.09275,0.10076729184141864,90.7785594288338
SUB1876336,High Value High Error (Model Fix),630.65,8.71956,2.0034084720801584,77.02397286009662
SUB7600500,Low Margin Heavy (Optimize),703.35,9.77316,0.08004546649106281,99.18096637637098
SUB3850774,Other,240.09,2.66025,1.2657565526506982,52.41963903201962
SUB8031119,Other,215.33,2.00933,0.06634978794657065,96.69791482998957
SUB7208714,High Margin (Upsell Target),141.24,0.9173600000000001,0.11727695159688911,87.21582022358844
SUB6747372,Other,285.65,3.23442,0.07419968031751845,97.70593552112841
SUB1803328,High Value High Error (Model Fix),742.3,11.48631,1.429700123759643,87.55300767818696
SUB8130144,High Value High Error (Model Fix),703.67,9.77782,1.9336932881863316,80.22367676858102
SUB6901179,Other,110.27,1.0241900000000002,0.2407573852655891,76.49289826442467
SUB2998173,High Margin (Upsell Target),130.48,0.7587,0.13750621615068492,81.87607537225716
SUB2841648,Other,173.26,1.81808,0.24311207886184483,86.62808683546132
SUB3378907,High Margin (Upsell Target),57.96,0.36499000000000004,0.03221662762618971,91.17328484994391
SUB4352921,Other,246.38,2.73954,0.14474724078263534,94.71636695274991
SUB7211411,Low Margin Heavy (Optimize),476.32,6.7343,0.3114775040750093,95.37476049366661
SUB9876659,Other,141.44,1.4170099999999999,0.07556207502918322,94.66749881587404
SUB9108262,Other,461.02,3.91764,0.19538740807775978,95.01262474148314
SUB7849486,Other,152.94,1.56196,0.09513393396087899,93.9093232886323
SUB2030120,Low Margin Heavy (Optimize),381.99,4.44849,0.1004370836873063,97.74222076058828
SUB3210846,Other,230.67,2.23535,0.07220761789007302,96.76973995615572
SUB7741286,Low Margin Heavy (Optimize),679.5,9.42753,0.2241590966145992,97.6222924072944
SUB3135896,High Margin (Upsell Target),39.67,0.13445,0.09719753484152754,27.707300229432832
SUB8536381,High Margin (Upsell Target),39.92,0.13756000000000002,0.08101282357558834,41.1072814949198
SUB1272667,Other,252.9,2.82172,0.058484406511120746,97.92734904557784
SUB5008146,High Margin (Upsell Target),74.37,0.52144,0.014920923257232488,97.13851579141752
SUB2285801,High Margin (Upsell Target),52.67,0.29835,0.035779230867714285,88.00763168502957
SUB9417233,Other,107.57,0.99015,0.19851773962399533,79.95074083482348
SUB2258624,Low Margin Heavy (Optimize),408.63,5.50186,0.43401650734182695,92.11145853689794
SUB2748982,Other,229.05,2.21153,0.20325669297381888,90.80922741388004
SUB3873798,Other,333.95,2.80152,0.3717248557652977,86.73131529436529
SUB4305610,High Value High Error (Model Fix),516.71,7.41876,0.8095910854168684,89.08724523482539
SUB6292895,High Value High Error (Model Fix),435.81,3.69618,0.5979624458775685,83.82215027737912
SUB8585159,High Margin (Upsell Target),79.0,0.38569,0.08238651302459021,78.63918872032197
SUB6408753,Other,181.9,1.92693,0.1525987044695052,92.08073440812561
SUB8334291,Other,85.23,0.70866,0.13815065225403755,80.50536897044597
SUB4395049,High Value High Error (Model Fix),433.59,5.8635600000000005,1.0289254692501704,82.45220532833005
SUB7903836,Other,116.58,1.10366,0.44844646017272094,59.367335939263825
SUB9206294,Low Margin Heavy (Optimize),383.21,4.48353,0.19840344298715262,95.57483850922928
SUB6265481,Other,77.97,0.6171599999999999,0.01970711868035324,96.80680558034331
SUB7117682,Other,107.43,0.9883500000000001,0.17942251567658696,81.84625733023859
SUB8020480,Other,124.04,1.19779,0.22015933246831976,81.61953827730072
SUB7365898,Other,242.48,1.99803,1.5839155859672318,20.72613594554477
SUB8517750,High Margin (Upsell Target),129.94,0.75076,0.1007422446973244,86.58129832472103
SUB3842894,High Margin (Upsell Target),114.74,0.52679,0.0476400600075938,90.95653675893737
SUB3426062,Other,291.07,3.30276,0.5773526973061629,82.51908412036713
SUB5080790,Other,232.82,2.267,0.017583396025413034,99.2243760024079
SUB7015877,High Margin (Upsell Target),79.0,0.39158,0.11400393324327429,70.88617057988807
SUB8681556,Other,93.37,0.8111900000000001,0.39105792101244696,51.79206831784823
SUB5171774,High Margin (Upsell Target),79.0,0.23163,0.11551229764631221,50.13068357021447
SUB6862044,High Margin (Upsell Target),105.53,0.7951699999999999,0.04614203377369319,94.19721144237167
SUB8135580,High Margin (Upsell Target),96.78,0.7183099999999999,0.10561195193140605,85.29716251598808
SUB6919626,Other,526.08,5.16246,0.3805503986851857,92.62850659016853
SUB4239536,High Margin (Upsell Target),66.57,0.47351,0.09435858217793336,80.0725259914398
SUB5092097,Other,197.42,2.12247,0.375247704645415,82.32023516726196
SUB4976808,High Margin (Upsell Target),79.0,0.5002,0.13935908556886234,72.13932715536538
