user_id,measurement_date,hours_streaming,hours_social,hours_messaging,hours_gaming,is_peak_hour_user,is_weekend,age_group,plan_type,device_type,network_type,data_usage_category,streaming_data_gb,social_data_gb,messaging_data_gb,gaming_data_gb,total_data_gb
SUB6664789,2026-04-02,0.53,6.0,2.85,1.21,1,0,18-24,Postpaid_Unlimited,Premium_Smartphone,4G+,Moderate,1.01237,2.08823,0.02265,0.12855,3.22657
SUB6743066,2026-03-25,1.18,1.43,0.08,0.28,0,1,35-44,Postpaid_Basic,Mid_Range,4G,Light,0.9629500000000001,0.39596,0.0007199999999999999,0.02172,1.49105
SUB7113790,2026-03-24,0.14,1.93,0.06,0.01,0,0,25-34,Prepaid_Daily,Mid_Range,5G,Light,0.317,0.65052,0.00073,0.00087,1.08985
SUB5721339,2026-04-17,0.54,0.06,0.02,0.25,0,0,55+,Prepaid_Monthly,Premium_Smartphone,4G+,Light,0.8495,0.01225,0.00028000000000000003,0.03688,1.05288
SUB4275709,2026-04-02,3.94,0.29,0.48,0.52,0,1,25-34,Prepaid_Daily,5G_Device,5G,Heavy,7.001060000000001,0.08385,0.00328,0.05194,6.91004
SUB1084654,2026-03-19,1.27,3.4,0.27,0.91,1,0,18-24,Postpaid_Basic,Premium_Smartphone,3G,Light,0.54723,0.30939999999999995,0.00146,0.11848,1.01304
SUB6147581,2026-03-22,0.23,0.31,0.66,0.16,1,1,55+,Prepaid_Monthly,Premium_Smartphone,3G,Very_Light,0.09068999999999999,0.04194,0.01314,0.00898,0.23066
SUB2954354,2026-04-01,0.15,1.18,1.16,0.59,0,1,45-54,Postpaid_Unlimited,Tablet,4G,Light,0.20138999999999999,0.21541,0.02234,0.11556,0.61642
SUB9242680,2026-03-23,0.81,2.36,0.17,1.79,1,1,18-24,Prepaid_Monthly,Mid_Range,4G,Light,0.62519,0.36591,0.00134,0.16679,1.1604400000000001
SUB3428388,2026-04-03,0.26,0.17,0.04,0.2,0,0,55+,Postpaid_Basic,Basic_Phone,5G,Light,0.58882,0.05976,0.00022,0.03185,0.64524
SUB9916786,2026-03-22,0.45,0.47,0.76,0.33,0,0,25-34,Prepaid_Daily,Premium_Smartphone,5G,Light,0.8646699999999999,0.14762999999999998,0.00966,0.05196,1.26931
SUB3663046,2026-03-24,0.29,0.23,0.21,0.04,0,1,25-34,Prepaid_Monthly,Mid_Range,4G,Very_Light,0.28142,0.06801,0.00218,0.00698,0.44518
SUB6499720,2026-04-07,0.26,0.58,0.2,0.11,0,0,55+,Postpaid_Premium,Mid_Range,4G,Light,0.38316,0.15453,0.00264,0.01966,0.59842
SUB7640913,2026-04-11,1.91,6.0,0.27,0.02,0,0,25-34,Postpaid_Premium,Mid_Range,5G,Heavy,4.66655,1.57169,0.00365,0.0036,6.93148
SUB4416664,2026-04-10,2.45,2.77,0.49,0.01,0,0,18-24,Prepaid_Monthly,Premium_Smartphone,4G,Moderate,2.68606,0.47951,0.00843,0.00184,3.0322
SUB4385659,2026-04-08,2.25,0.07,0.05,0.0,0,0,25-34,Postpaid_Basic,Mid_Range,5G,Moderate,5.18972,0.024820000000000002,0.00074,0.0,4.98823
SUB4385357,2026-04-16,0.63,0.84,0.01,0.0,1,0,35-44,Postpaid_Premium,Mid_Range,4G,Light,1.04901,0.21458000000000002,0.00016,0.0,1.18549
SUB2465689,2026-04-02,0.94,0.94,0.48,0.25,0,0,18-24,Prepaid_Monthly,Mid_Range,4G,Light,0.77927,0.26199,0.00875,0.02173,1.09014
SUB1068148,2026-04-16,0.36,0.22,0.51,0.08,1,0,35-44,Prepaid_Daily,Mid_Range,4G+,Light,0.57789,0.05368,0.00859,0.00743,0.80631
SUB2825665,2026-04-17,3.41,0.91,1.13,0.92,0,1,35-44,Prepaid_Monthly,5G_Device,4G,Moderate,2.9013299999999997,0.13863999999999999,0.00649,0.09064,3.13881
SUB3745683,2026-03-26,4.36,2.82,0.79,0.05,0,0,25-34,Postpaid_Basic,Tablet,5G,Heavy,7.72833,1.02223,0.00816,0.00277,8.17216
SUB5056518,2026-03-21,0.21,0.92,0.38,0.19,0,0,35-44,Prepaid_Daily,5G_Device,4G,Light,0.23015,0.23952,0.00683,0.03472,0.62919
SUB3669995,2026-03-31,1.06,0.3,0.69,0.27,1,0,45-54,Prepaid_Monthly,Tablet,4G,Light,0.92941,0.07839,0.00873,0.01622,1.1805999999999999
SUB5997895,2026-03-25,0.53,0.61,0.06,0.7,0,0,25-34,Postpaid_Basic,Mid_Range,4G+,Light,0.56476,0.21211000000000002,0.00035999999999999997,0.08626,0.83287
SUB7397986,2026-04-14,3.06,1.59,0.18,4.21,0,0,25-34,Postpaid_Unlimited,5G_Device,5G,Power_User,12.407399999999999,0.534,0.0015400000000000001,0.61887,14.37172
SUB2870928,2026-04-14,0.27,4.47,1.45,0.26,1,1,25-34,Prepaid_Monthly,Mid_Range,4G+,Light,0.47558,0.9404,0.00831,0.04057,1.65697
SUB5155299,2026-04-05,0.14,0.88,0.22,0.11,1,0,35-44,Prepaid_Daily,Premium_Smartphone,4G+,Light,0.225,0.22281,0.00233,0.01473,0.66371
SUB7249859,2026-03-22,1.46,2.14,0.29,0.06,1,0,45-54,Postpaid_Basic,Mid_Range,3G,Light,0.56255,0.20311,0.00518,0.00707,0.83447
SUB3305413,2026-04-02,5.39,1.9,0.01,0.05,0,0,25-34,Prepaid_Monthly,5G_Device,4G+,Heavy,8.94018,0.4152,0.00017999999999999998,0.0058,9.13095
SUB4910197,2026-04-08,0.11,0.81,0.06,0.29,1,1,25-34,Prepaid_Monthly,Basic_Phone,3G,Very_Light,0.038090000000000006,0.11055,0.00101,0.04354,0.21531
SUB6558019,2026-04-12,0.09,1.1,1.12,0.32,0,0,25-34,Postpaid_Basic,Mid_Range,3G,Very_Light,0.03651,0.16497,0.0068200000000000005,0.04365,0.28511000000000003
SUB6414709,2026-04-14,1.3,3.05,0.95,0.42,1,1,35-44,Postpaid_Unlimited,5G_Device,5G,Heavy,4.39495,1.2146400000000002,0.009720000000000001,0.03383,6.15982
SUB1271836,2026-04-03,1.77,2.26,1.09,0.03,1,1,18-24,Postpaid_Premium,Premium_Smartphone,4G,Moderate,2.20678,0.35902999999999996,0.02022,0.00413,2.9922600000000004
SUB4584702,2026-03-19,1.24,1.44,0.84,1.31,0,1,45-54,Prepaid_Daily,Premium_Smartphone,4G+,Moderate,1.93898,0.36557,0.015519999999999999,0.22344,2.56679
SUB8281369,2026-04-12,0.59,1.06,1.99,0.27,0,1,25-34,Postpaid_Premium,Premium_Smartphone,4G,Light,0.76754,0.1665,0.03935,0.0517,1.05793
SUB3299435,2026-03-23,0.23,0.26,0.12,0.1,0,1,35-44,Prepaid_Monthly,Mid_Range,4G,Very_Light,0.19102000000000002,0.07097,0.00237,0.019289999999999998,0.30767
SUB9585377,2026-04-08,0.77,1.99,0.02,0.15,1,0,25-34,Prepaid_Monthly,Premium_Smartphone,3G,Light,0.25387,0.29464999999999997,0.00015,0.01033,0.59457
SUB3658505,2026-03-22,0.6,1.25,0.08,0.18,1,0,35-44,Postpaid_Unlimited,Basic_Phone,4G,Light,0.9112899999999999,0.1901,0.00152,0.013470000000000001,1.1165
SUB2271741,2026-04-14,2.4,5.25,0.92,2.03,0,0,18-24,Postpaid_Unlimited,5G_Device,4G,Heavy,4.1021,1.17299,0.01283,0.34012,6.26357
SUB4769315,2026-03-23,0.67,0.76,0.55,0.46,1,0,35-44,Prepaid_Daily,Premium_Smartphone,3G,Very_Light,0.32331,0.08151,0.0056500000000000005,0.06377000000000001,0.48847
SUB2046797,2026-04-11,3.31,1.51,0.49,0.49,0,0,18-24,Prepaid_Daily,5G_Device,5G,Heavy,5.75378,0.44781,0.009179999999999999,0.07376,6.79509
SUB4047262,2026-04-06,1.81,2.1,1.11,1.07,0,1,18-24,Prepaid_Monthly,Premium_Smartphone,4G+,Moderate,1.90772,0.5238200000000001,0.0189,0.09087,2.5474099999999997
SUB1564685,2026-04-09,0.39,0.54,1.37,0.03,0,0,25-34,Postpaid_Basic,Mid_Range,4G,Light,0.41527,0.10241,0.01616,0.0057599999999999995,0.52885
SUB3879190,2026-04-01,8.0,1.13,0.47,1.58,1,1,35-44,Postpaid_Unlimited,Premium_Smartphone,4G,Power_User,12.28867,0.31781,0.0030600000000000002,0.1913,13.07975
SUB6596411,2026-04-02,1.38,0.44,0.45,0.12,0,0,18-24,Prepaid_Daily,Mid_Range,3G,Light,0.52831,0.05268,0.00895,0.018,0.60789
SUB2007293,2026-04-01,3.44,1.2,0.16,0.39,0,0,18-24,Prepaid_Monthly,Mid_Range,4G,Moderate,3.84323,0.32067,0.0025499999999999997,0.05621,4.497229999999999
SUB5774183,2026-04-02,0.65,1.57,0.09,0.37,1,0,45-54,Prepaid_Monthly,5G_Device,4G,Light,0.54306,0.26865,0.00164,0.02563,0.9759500000000001
SUB4366612,2026-04-12,0.1,0.07,0.02,0.11,0,0,45-54,Prepaid_Daily,Mid_Range,4G,Very_Light,0.10277,0.01666,0.00015,0.01695,0.19097
SUB9411855,2026-04-06,0.46,1.99,4.0,0.39,1,1,18-24,Postpaid_Premium,Premium_Smartphone,5G,Light,0.93872,0.53076,0.06678,0.044520000000000004,1.78074
SUB6267180,2026-04-14,0.27,0.25,0.2,0.03,0,0,35-44,Postpaid_Premium,Basic_Phone,3G,Very_Light,0.17379,0.02581,0.00221,0.0038399999999999997,0.20754
SUB8807313,2026-03-24,0.15,0.18,0.04,0.19,0,0,25-34,Prepaid_Monthly,Basic_Phone,3G,Very_Light,0.04926,0.01508,0.00046,0.03195,0.11581
SUB3704238,2026-03-25,0.36,1.45,1.25,0.11,0,0,35-44,Prepaid_Daily,Premium_Smartphone,4G+,Light,0.6170599999999999,0.37923,0.01133,0.00554,1.06449
SUB3630708,2026-03-28,1.94,0.46,0.33,0.43,0,0,45-54,Prepaid_Daily,5G_Device,5G,Heavy,4.838979999999999,0.17448,0.005809999999999999,0.03437,5.26055
SUB4494679,2026-04-07,1.87,0.4,0.57,0.13,0,0,18-24,Postpaid_Basic,Premium_Smartphone,4G,Light,1.93976,0.11262,0.00864,0.00891,1.9398199999999999
SUB6517209,2026-04-04,0.89,0.27,0.48,0.61,1,0,45-54,Prepaid_Monthly,Mid_Range,5G,Light,1.48603,0.08083,0.00873,0.055060000000000005,1.74745
SUB2767640,2026-04-08,0.88,1.68,0.55,0.32,1,0,25-34,Postpaid_Basic,Mid_Range,4G,Light,0.7099500000000001,0.50269,0.00417,0.01908,1.353
SUB7723771,2026-03-23,2.03,0.85,0.53,1.11,0,0,35-44,Prepaid_Monthly,5G_Device,5G,Moderate,3.08771,0.25727,0.00982,0.18996000000000002,3.8831100000000003
SUB2285160,2026-03-31,0.63,2.61,0.52,0.1,0,1,35-44,Prepaid_Monthly,Premium_Smartphone,4G+,Light,1.09769,0.84935,0.00666,0.015460000000000002,2.03272
SUB7080526,2026-04-17,0.04,1.22,0.37,0.05,1,0,55+,Postpaid_Premium,Tablet,4G,Very_Light,0.04729,0.36287,0.00366,0.009,0.4767
SUB6173036,2026-04-05,0.32,0.52,0.2,0.24,0,0,18-24,Prepaid_Daily,Basic_Phone,5G,Light,0.56087,0.20318,0.00392,0.046270000000000006,0.8102999999999999
SUB2425472,2026-04-13,2.02,6.0,4.0,0.01,1,0,18-24,Postpaid_Premium,5G_Device,5G,Heavy,5.04066,1.9210699999999998,0.06908,0.00117,7.21048
SUB1048984,2026-03-25,6.9,6.0,0.2,0.22,1,0,18-24,Postpaid_Basic,5G_Device,5G,Power_User,12.9925,2.3186999999999998,0.00215,0.0376,14.037030000000001
SUB7556168,2026-03-28,1.61,1.06,0.06,0.35,1,0,55+,Postpaid_Premium,5G_Device,4G+,Moderate,3.98792,0.23258,0.00063,0.0216,4.77147
SUB2504384,2026-04-01,0.64,0.21,0.02,0.08,1,0,35-44,Prepaid_Daily,Basic_Phone,4G,Light,0.5762999999999999,0.04557,0.00017,0.008539999999999999,0.6061599999999999
SUB3230919,2026-04-06,1.57,4.49,0.67,0.39,1,1,35-44,Postpaid_Premium,Premium_Smartphone,5G,Heavy,6.89787,1.35171,0.00762,0.06943,7.88037
SUB7940119,2026-04-01,3.56,0.8,0.06,0.23,1,0,18-24,Prepaid_Daily,Premium_Smartphone,4G+,Heavy,5.86353,0.22018000000000001,0.0005899999999999999,0.03024,6.80297
SUB2737095,2026-03-26,1.16,1.58,0.5,0.6,0,0,45-54,Postpaid_Unlimited,Premium_Smartphone,4G,Moderate,1.58892,0.42102,0.00692,0.09902,2.12611
SUB5780450,2026-04-16,0.34,1.18,0.05,0.35,1,1,45-54,Postpaid_Premium,Premium_Smartphone,3G,Very_Light,0.19312,0.17068,0.00043,0.03791,0.48055000000000003
SUB8469344,2026-04-09,7.32,0.22,0.39,0.47,0,1,35-44,Prepaid_Monthly,Premium_Smartphone,5G,Power_User,12.77156,0.07366,0.00671,0.049229999999999996,14.232629999999999
SUB3109818,2026-04-15,3.11,0.19,0.56,0.46,0,0,25-34,Prepaid_Monthly,Tablet,5G,Heavy,5.46272,0.07095,0.0103,0.05806,5.92159
SUB3231785,2026-04-10,1.05,4.93,0.15,1.21,1,0,18-24,Postpaid_Unlimited,Premium_Smartphone,4G,Moderate,1.87975,0.7754800000000001,0.00209,0.22748,2.84615
SUB4853339,2026-03-21,8.0,4.11,0.27,0.3,1,1,35-44,Postpaid_Unlimited,Premium_Smartphone,4G,Power_User,14.15341,1.22804,0.0044599999999999996,0.05129,15.219299999999999
SUB1996107,2026-04-06,7.1,3.64,1.89,2.32,0,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G+,Power_User,18.870240000000003,1.00272,0.03307,0.39125,21.52637
SUB8130144,2026-04-17,7.37,1.98,0.51,6.0,0,0,18-24,Postpaid_Premium,Premium_Smartphone,4G,Heavy,9.18299,0.35978,0.0079,0.65225,9.77782
SUB5545583,2026-04-06,0.96,4.06,0.52,0.84,1,0,35-44,Postpaid_Premium,Mid_Range,4G,Moderate,1.60107,0.91583,0.00352,0.08338,2.52754
SUB4747389,2026-04-08,0.15,0.59,0.07,0.32,0,0,25-34,Postpaid_Basic,Mid_Range,4G+,Light,0.25751,0.14031,0.00047,0.05966,0.5331699999999999
SUB5142807,2026-03-26,0.12,0.76,0.42,0.01,0,1,45-54,Prepaid_Daily,5G_Device,4G,Very_Light,0.10260999999999999,0.16390000000000002,0.00749,0.00157,0.36616000000000004
SUB8988004,2026-04-16,0.56,0.83,0.22,0.03,0,0,25-34,Prepaid_Daily,Basic_Phone,5G,Light,1.01808,0.26123,0.00323,0.00157,1.43007
SUB7245035,2026-04-12,6.31,1.4,0.89,0.58,0,0,18-24,Postpaid_Basic,5G_Device,5G,Heavy,10.5631,0.45255,0.01502,0.04856,10.11828
SUB4602279,2026-03-27,4.01,3.02,0.01,0.53,0,0,25-34,Prepaid_Monthly,5G_Device,4G+,Heavy,7.141850000000001,0.76936,8e-05,0.03426,7.88758
SUB6515989,2026-04-16,2.04,2.62,0.66,0.32,0,1,25-34,Postpaid_Basic,Premium_Smartphone,4G,Moderate,2.42815,0.5693400000000001,0.00991,0.021079999999999998,2.96677
SUB3121690,2026-03-23,3.69,6.0,1.06,0.76,1,0,18-24,Prepaid_Monthly,5G_Device,4G+,Heavy,5.76358,1.8134700000000001,0.01954,0.11259000000000001,7.1366000000000005
SUB1491234,2026-03-21,0.44,0.18,0.14,0.38,0,0,45-54,Postpaid_Basic,Premium_Smartphone,4G,Light,0.49944,0.04441,0.00092,0.07219,0.62249
SUB6401218,2026-04-07,1.09,1.11,0.83,0.0,0,1,18-24,Prepaid_Monthly,Mid_Range,4G,Light,0.9195599999999999,0.32395,0.0072699999999999996,0.0,1.32413
SUB7914550,2026-03-22,0.15,1.45,1.02,0.19,0,0,25-34,Postpaid_Basic,Mid_Range,4G,Light,0.15309,0.41664,0.009970000000000001,0.023100000000000002,0.68926
SUB7167294,2026-03-19,0.76,1.04,1.91,0.12,0,0,18-24,Postpaid_Basic,5G_Device,4G,Light,0.5692699999999999,0.27757,0.01288,0.00734,1.03025
SUB7906726,2026-04-04,0.34,1.35,0.67,0.38,0,0,18-24,Prepaid_Daily,Tablet,4G,Light,0.25783999999999996,0.39856,0.004690000000000001,0.044219999999999995,0.77026
SUB6888794,2026-04-15,2.27,0.1,1.33,3.8,0,1,25-34,Postpaid_Unlimited,Mid_Range,4G+,Heavy,6.0815,0.02316,0.007719999999999999,0.48756,6.99331
SUB8558158,2026-04-12,1.01,2.03,0.72,0.18,1,0,18-24,Postpaid_Basic,Mid_Range,5G,Moderate,2.1243499999999997,0.5143300000000001,0.00948,0.01634,2.8418200000000002
SUB7510425,2026-04-02,2.36,1.33,0.71,0.04,1,0,35-44,Postpaid_Unlimited,Mid_Range,5G,Heavy,7.096439999999999,0.46641000000000005,0.01366,0.00439,7.21391
SUB9511017,2026-04-16,4.21,5.8,2.12,0.97,1,1,18-24,Prepaid_Monthly,Premium_Smartphone,5G,Heavy,8.16567,1.55994,0.03947,0.13026,9.84333
SUB8887739,2026-03-28,0.58,0.43,0.39,0.04,1,1,35-44,Prepaid_Daily,Premium_Smartphone,4G,Light,0.6303799999999999,0.11822,0.00276,0.0039900000000000005,0.9643400000000001
SUB1769598,2026-04-04,2.0,3.43,0.7,1.38,0,1,18-24,Prepaid_Daily,Premium_Smartphone,4G,Moderate,1.80241,0.98609,0.00743,0.09519,3.24315
SUB6292895,2026-03-27,2.41,2.67,0.49,0.99,0,1,18-24,Prepaid_Daily,5G_Device,4G,Moderate,2.4693400000000003,0.72982,0.007,0.17231,3.69618
SUB8971379,2026-04-05,0.2,1.56,0.13,0.11,0,0,25-34,Prepaid_Daily,Premium_Smartphone,3G,Very_Light,0.08409,0.20399,0.0014199999999999998,0.00505,0.3312
SUB4331068,2026-03-27,0.48,0.23,0.05,0.02,1,0,45-54,Prepaid_Daily,Mid_Range,4G,Very_Light,0.37833,0.0439,0.00041999999999999996,0.00209,0.45744
SUB4256415,2026-03-19,2.4,1.52,0.11,0.14,0,0,35-44,Postpaid_Unlimited,Mid_Range,5G,Heavy,7.44122,0.42851999999999996,0.0019399999999999999,0.027329999999999997,8.05884
SUB1874371,2026-04-16,2.94,0.89,0.27,0.35,0,0,45-54,Postpaid_Unlimited,5G_Device,4G,Moderate,3.71527,0.13374,0.00359,0.04863,4.01984
SUB6654237,2026-04-11,4.68,6.0,3.34,0.65,0,0,18-24,Postpaid_Unlimited,Premium_Smartphone,5G,Power_User,15.91255,1.7635699999999999,0.04709000000000001,0.06921,16.86294
SUB1973548,2026-03-23,0.9,0.76,0.0,0.1,0,0,45-54,Postpaid_Unlimited,Mid_Range,4G,Light,1.09432,0.18836000000000003,0.0,0.01448,1.31014
SUB4344014,2026-04-10,0.45,0.55,0.04,1.94,1,1,18-24,Postpaid_Basic,Mid_Range,4G,Light,0.35301,0.08756,0.0007199999999999999,0.12128,0.6389900000000001
SUB8064746,2026-04-04,0.73,1.91,0.79,0.52,0,0,18-24,Postpaid_Basic,5G_Device,4G,Light,0.6165700000000001,0.45668000000000003,0.00419,0.03289,1.26535
SUB7216204,2026-03-28,1.27,0.87,0.26,0.27,0,0,35-44,Prepaid_Daily,Mid_Range,5G,Moderate,2.20726,0.22754,0.00425,0.02459,2.68439
SUB6193542,2026-04-13,2.12,0.22,0.59,0.31,0,0,25-34,Prepaid_Daily,Premium_Smartphone,4G,Moderate,2.4938800000000003,0.05534,0.00614,0.04621,2.79103
SUB3959034,2026-04-03,0.19,1.55,0.03,0.15,0,1,55+,Postpaid_Premium,Premium_Smartphone,4G,Light,0.38409,0.38332,0.00029,0.011210000000000001,0.99266
SUB5574293,2026-03-30,8.0,3.2,2.24,0.58,0,0,18-24,Postpaid_Unlimited,Mid_Range,4G,Power_User,12.935649999999999,0.90534,0.033049999999999996,0.11365,15.350620000000001
SUB7706971,2026-03-27,1.0,0.91,0.45,0.09,0,0,55+,Postpaid_Premium,Premium_Smartphone,5G,Moderate,3.2170300000000003,0.29099,0.00543,0.01448,3.70913
SUB1043585,2026-03-24,0.34,2.72,0.2,0.1,0,0,35-44,Postpaid_Premium,Mid_Range,5G,Moderate,1.29817,0.81143,0.00163,0.01326,2.0664000000000002
SUB3539448,2026-03-26,0.54,0.65,0.06,0.01,0,0,35-44,Prepaid_Monthly,Mid_Range,4G,Light,0.64448,0.10993,0.0011799999999999998,0.00062,0.81298
SUB1109556,2026-03-24,2.05,0.4,0.02,0.32,0,1,18-24,Postpaid_Basic,Mid_Range,3G,Light,0.93709,0.05248,0.00016,0.04908,1.1286800000000001
SUB2575557,2026-04-04,4.3,0.58,0.67,0.19,0,0,25-34,Postpaid_Basic,Premium_Smartphone,4G,Moderate,4.6940100000000005,0.12628,0.00826,0.02451,4.5208900000000005
SUB9306461,2026-03-23,2.45,1.85,0.12,0.69,0,1,55+,Postpaid_Unlimited,5G_Device,4G,Moderate,4.11759,0.40046,0.00062,0.03258,4.34754
SUB3009021,2026-04-02,1.43,3.45,0.55,0.04,0,1,25-34,Postpaid_Unlimited,Mid_Range,4G+,Moderate,3.3155900000000003,0.77928,0.01042,0.0035800000000000003,3.82621
SUB2201482,2026-03-23,0.73,0.94,0.72,1.82,1,1,35-44,Postpaid_Basic,5G_Device,4G,Light,0.81724,0.24253,0.01221,0.18004,1.2236500000000001
SUB1542335,2026-04-01,0.1,0.01,0.06,0.05,0,0,55+,Prepaid_Daily,Basic_Phone,4G,Very_Light,0.09168000000000001,0.00186,0.0007700000000000001,0.0043,0.12407
SUB5270070,2026-04-13,3.59,2.05,0.11,0.24,1,0,25-34,Prepaid_Monthly,Premium_Smartphone,4G,Moderate,3.4787,0.44619,0.00113,0.03096,4.2596300000000005
SUB7700379,2026-04-17,1.15,0.88,0.96,0.04,0,0,35-44,Prepaid_Monthly,Premium_Smartphone,5G,Moderate,2.37169,0.31235,0.018179999999999998,0.00549,3.05521
SUB4560920,2026-03-21,0.48,3.34,0.56,1.93,1,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G+,Moderate,0.9375399999999999,1.15052,0.006860000000000001,0.25655,2.4108400000000003
SUB7860006,2026-04-16,1.15,0.13,0.12,0.08,0,0,18-24,Prepaid_Daily,Mid_Range,3G,Very_Light,0.39775,0.01577,0.00083,0.011269999999999999,0.41312
SUB3484413,2026-03-24,0.3,0.25,0.6,0.07,0,0,18-24,Prepaid_Monthly,Basic_Phone,5G,Light,0.48861,0.06487000000000001,0.00861,0.01089,0.5555800000000001
SUB3907360,2026-03-22,1.3,0.4,2.36,0.45,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,4G,Light,1.0195,0.10224,0.018920000000000003,0.0418,1.27783
SUB6895544,2026-04-01,0.24,1.81,0.56,0.08,0,0,25-34,Postpaid_Unlimited,Basic_Phone,5G,Light,0.67834,0.57033,0.00505,0.012060000000000001,1.24044
SUB6697469,2026-03-19,0.58,1.82,0.09,0.9,0,0,35-44,Postpaid_Basic,5G_Device,4G,Light,0.41585,0.40570999999999996,0.0016200000000000001,0.07629999999999999,0.88351
SUB3235000,2026-03-30,0.51,0.19,0.17,0.3,0,0,18-24,Postpaid_Basic,Mid_Range,3G,Very_Light,0.23298,0.02515,0.00093,0.02224,0.29537
SUB7908531,2026-03-25,0.24,0.07,0.0,0.42,0,0,55+,Prepaid_Monthly,Mid_Range,5G,Light,0.43606,0.0252,0.0,0.030170000000000002,0.58147
SUB5322252,2026-03-25,0.23,0.76,0.32,0.48,0,0,18-24,Prepaid_Daily,Mid_Range,5G,Light,0.45592,0.21356999999999998,0.00175,0.06251,0.7808200000000001
SUB6822184,2026-04-06,1.59,0.5,0.59,1.0,0,0,35-44,Prepaid_Monthly,Premium_Smartphone,4G+,Moderate,2.20839,0.16677,0.00856,0.14246,2.54523
SUB1402690,2026-03-22,0.48,0.97,1.49,0.08,0,0,35-44,Postpaid_Premium,5G_Device,4G,Light,0.65379,0.24869999999999998,0.01794,0.01472,1.10398
SUB3548421,2026-04-03,0.38,4.03,0.04,0.04,0,0,18-24,Postpaid_Unlimited,Premium_Smartphone,3G,Light,0.26230000000000003,0.38408,0.00066,0.0076,0.76395
SUB2954109,2026-03-21,1.91,0.25,0.22,0.03,0,0,18-24,Postpaid_Basic,Basic_Phone,4G,Light,1.5963900000000002,0.06456,0.00231,0.00385,1.75707
SUB5422880,2026-04-12,1.65,1.28,0.12,0.02,0,0,45-54,Prepaid_Monthly,5G_Device,5G,Moderate,3.8073699999999997,0.39944999999999997,0.0006,0.00379,4.73084
SUB8205547,2026-03-31,1.34,0.25,0.32,0.0,0,1,45-54,Postpaid_Premium,Basic_Phone,4G,Moderate,2.18634,0.04471,0.00354,0.0,2.2693499999999998
